Unnamed: 0,Free_text,Label_id
741,đừng mua vios,0
742,joly thế_giới,0
743,bé lớp môi_trường_học_tập mầm_non tiểu_học bỡ_ngỡ chương_trình cháu thích_nghi tiên chơi_đùa khám_phá cặm_cụi học đề_nghị thành_viên ban soạn_thảo chương_trình giáo_dục dạy sách giáo_khoa thấu_hiểu nổi khổ cháu học_sinh giáo_viên cha_mẹ gánh chương_trình học kiến_thức độ,0
744,đi soluto đẳng_cấp tinh_tế thông_minh,0
745,nghèo lắm hồi cơm bào_ngư thay cơm tiền mua trái_cây mua nho nhật quá_bữa uống uống tạm rựu vang xe_đạp đi học lái land rover trường tóm nghèo_khổ lắm xd,0
746,cầm chai uống tắc_trách người_lớn,0
747,cảnh oái_oăm mẹ vướng vòng lao_lý bố xạo bạo_hành ngoại che_chở mong cuộc_sống yên_ổn học_hành chăm ngoan,0
748,tiết học ngoại_khoá học_sinh,0
749,mạ tui dà may bạo,0
750,kiến_thức ngoại_ngữ giới_hạn ielts lĩnh_vực chuyên nghành xây_dựng y_khoa lưu_loát,1
751,công_dụng tìm_kiếm mất_tích leo núi truy_lùng tội_phạm ẩn_nấp,0
752,chẳng có_ích cha_mẹ hung_hăng tai_tiếng,1
753,video nữ nhân đi giày gót chục chết mẹ đứng mấy ngón chân chẳng_trách vị kêu giời đau chân ngón chân trông xấu biến_dạng,0
754,eo ghê đĩa tiết_canh ngon_thế,1
755,chúc_mừng mái xưa,0
756,nước_giải_khát đa quốc_gia hoạt_động_kinh_doanh suốt hai chục doanh_thu hàng tỷ usd báo lỗ,0
757,phạt đè cảm_giác,0
758,lối đá juve thắng samdoria bình_thường,0
759,bắt sam chết,0
760,bảng giải_thoát auba đi người_ta tìm_kiếm phương trời ví_dụ barca tập tạ chẳng_hạn,0
761,mong cơ_quan_chức_năng thu thuế đầy_đủ đại_gia,0
762,rõ_ràng biển biển quy_định làn_đường ví_dụ làn xe_máy làn xe_tải biển quy_định_hướng đi làn_đường tức_là đi thẳng đi làn đi thẳng rẽ trái đi làn rẽ trái rẽ trái đi làn đi thẳng sai làn,0
763,so_sánh bảo khập_khiễng học pháp lớp lớp tập vẽ chữ tập đọc bánh ươm mắc điện đơn_giản khoe bố_mẹ việt nam lớp đọc thông viết thạo thi lớp cháu đọc viết lớp học tuần nghỉ tuần đi trang_trại nhà_máy công_viên nghỉ học học học xong trường công_nhân quản_lý học việt nam học học học đi thi kết_quả nấu cơm luộc rau lắp_ghép đồ_dùng hàng thử_hỏi kiến_thức cuộc_sống,1
764,tuổi_thơ quên quên ngủ săn đọc truyện tứ quái tái_bản mua đọc,0
765,tư_duy ngược_lại biến_đổi khí_hậu trái_đất có_lẽ ' ủng_hộ ' loài động_vật hại ' giỏi ' thích_ứng biến_đổi bọn chuột chuột_cống chuột_đồng ' thích_nghi quậy ' khắp đô_thị nông_thôn đồng_ruộng nới rục_rịch bệnh_dịch_hạch thông_tin họ_hàng chuột sắp_sửa chào_đón đồng_nghiệp ' super chuột ' trang_bị tổng_hợp kỹ_năng chuột_đồng chuột_chù chuột núi hắn đổ_bộ thành_phố học kỹ_năng ' đột_biến ' chuột_cống bọ_chét chuột hic,0
766,li_hôn xấu nghệ_sĩ hôn_nhân đời khắt_khe cổ_hủ đôi đồng_ý chia_tay hợp_lý văn_minh êm_đẹp giả_dối gượng_gạo bức_xúc bôi_nhọ xấu,1
767,tuyệt_vời tuổi_thơ hồi mua_lẻ_tẻ tiết_kiệm tiền tái_bản học đại_học đều_đặn nhà_sách phố triệu mua trọn thỏa_nổi đam_mê đọc nát quyển tập nhà_văn phóng_tác truyện đọc hình_dung thân_thuộc tuổi_thơ dữ_dội truyện chữ đọc ngấu_nghiến truyện_tranh d điểm_danh tuổi_thơ đẹp đẻ,0
768,remdesivir thuốc duy_nhất chứng_minh hiệu_quả khoa_học ngăn phát_triển replicate cơ_thể tuyên_bố phản_khoa_học mắc bệnh chữa_trị phương_tiện khoa_học tối_tân ' đừng ta ta ',0
769,khắc_phục đuối trẻ_em dậy bơi trẻ vô trách_nhiệm người_lớn đứa trẻ bơi nghịch ao người_lớn nhắc_nhở canh_chừng,0
770,sống khu_vực ngập,0
771,trump tiêu_chí mỹ hàng mỹ doanh_nghiệp yên_tâm dân mỹ mua tổn_thất khoản lỗ trump lo nhân_công yên_tâm dân lao_động mỹ lương dân mỹ đất_nước vĩ_đại văn_minh thế_giới tay_nghề chuyên_môn bàn ráng kéo trump kiếm phiếu bầu trump lo trình_bày ý_kiến đường_lối trump fan cuồng đừng ném đá,0
772,chết hu_hu uống nhầm bia saigon dạo lạ lạ,0
773,bayern munich lối hiện_đại tốn sức hiệu_quả kết_hợp nhuần_nhuyễn presing kiểm_soát bóng phá vỡ chiến_thuật phòng_ngự phản_công sevila,0
774,cup mặc_định manchester city,0
775,qúa thương_tâm chia buồn gia_đình cháu,0
776,án hơi tố tội giết trạng_thái kích_động đi gái gái độc_thân pháp_luật đi bảy lượt chạy trốn thoát chết may_mắn gấy hấn nạn_nhân,0
777,cara,0
778,khâu kiểm_tra vệ_sinh an_toàn thực_phẩm mong nạn_nhân bình_phục,0
779,đọc thông_minh vắt kiệt_sức_lực cháu đọc bức_xúc,1
780,đội thua nát barcelona người_ta bàn danh_dự chẹp,0
781,nguy_hiểm canh đêm canh sinh hàng_xóm,0
782,đại_học ngưỡng_mộ,0
783,trời mưa nguyên,0
784,tiền lux sa kí hợp_đồng hợp_tác vượng an_tâm hậu_mãi phụ_tùng rẻ bèo sẵng ertiga nằm chờ phụ_tùng lux sa xe bmw thay form tội tiền thử chạy đổi,0
785,hơi nhậy_cảm,0
786,mặc_dù chất_lượng trung quốc lắm công_nhận mấy món giỏi,0
787,bơi nguy_hiểm mặt áo_phao bờ bơi một_mình người_lớn giải_thích trẻ_con nguy_hiểm,0
788,hóng chờ háo_hức hải option cắt sạch luxury seltos giá tương_đương kona option chả túi khí cân_nhắc kona vote kona vé,0
789,trump mắt fan,0
790,mừng miền trung chờ mưa bữa,0
791,trump nhiệm_kì tổng_thống,0
792,mặt_khác xài gòn hoa_lệ,0
793,con_số triệu nhiễm tiến con_số triệu đầu kèm chết bé_nhỏ thế_giới điên_đảo dừng,0
794,mong thành_tài đóng_góp trí_tuệ xây_dựng đất_nước,0
795,bận lắm ngoi ổn,0
796,toàn giỏi toán coment đọc lướt chóng mặt,0
797,bất_động_sản nhu_cầu bong_bóng bất_động_sản sảy bất_động_sản cho_dù ngắn lãi_suất đỉnh_cao kênh trú_ẩn tài sảng an_toàn ý_kiến đi mua đất đầu_tư video trường_hợp đỉnh sốt đất chạy dư án sân_bay long thành mua đất bong_bóng sốt đất sảy đất hề đứng trí vỡ_nợ giá video điển_hình gửi thằng có_lẽ tiền cộng chẳng mua đuọc lô đất vãi đái đầu_tư lô đất nhuận đi ts chúc may_mắn,0
798,cá_mập cá_voi sát_thủ làm_thịt gà biển đối_thủ xứng tầm,0
799,phương_án hai tối đấu nối thành_phố tương_đối,0
800,chúc thành_công học_tập cuộc_sống đóng_góp đất_nước,0
801,mua con_một,0
802,mua bảo_hiểm_tỷ tự_tin mua,0
803,đi học kịp chương trìnhtrên lớp học kịp àtrên lớp học ngôi_sao ghi_nhận bảng thành_tích tuần học đầu đọc đánh_vần viết kém sổ theo_dõi đọc kém viết kém,0
804,cách_ly sân_bay thành_phố giúp,0
805,trường quản_lý cấm học_sinh trừ sinh_viên lớp,0
806,phản_ứng kịp xem_xét_lại,0
807,hèn trông xinh,0
808,quỷ đội_lốt kinh_tởm,1
809,tầm tiền kona quất đi kona cảm_nhận ổn xứng_đáng giá tiền seltos dịp thử mê nổi xe toàn nhựa ọp_ẹp,0
810,dựa coment ta suy cạnh hình_vuông chết mẹ,0
811,chúc_mừng barca cầu_thủ lắm khởi_đầu mỹ_mãn đập_tan tin_đồn thất_thiệt chứng_minh sân_cỏ tái_thiết barca đi hướng con_người,0
812,người_ta tiền mua cao_cấp đi tặng đi biếu cầu cung vertu đấy chức_năng dát vàng dát kim_cương đẳng_cấp bánh trung_thu ngon đẹp cao_cấp chứng_minh đời_sống bộ_phận dân nâng,0
813,biden tự_tin,0
814,bale laliga chê ngoại_hạng công_kích bóng_đá phong_độ xuống_dốc sân thi_đấu real madrid mong cầu ngoại_hạng premier league giải_đấu hấp_dẫn hành_tinh chẳng đội bóng mãi đỉnh bàng laliga bundesliga type kiêu_căng ngạo_mạn đoạn đường liệu xấu_hổ,0
815,video âm_nhạc cô_dâu diễn_viên thức xong cưới liền,0
816,ghé,0
817,đề_cử đúng_đắn,0
818,độ cạnh hình chữ_nhật,0
819,hệ_thống thoát bệnh_viện tệ_hại,1
820,tui sớn_sác đọc kỳ kỳ coi sevila barca ha,0
821,china động_thái,0
822,ca_khúc lấn dòng nhạc âm_hưởng dân_ca nội mẹ nao,0
823,bé xinh_đẹp thương_tiếc_thương hành_tinh đi xinh_đẹp chia buồn gia_đình đất_nước hàn,0
824,khóc,0
825,cầu phương_tiện lưu_thông làn_đường,0
826,hy_vọng tân vô_địch,0
827,di_đà phật thương cầu_mong siêu_thoát,0
828,hà_nội đá dự_đoán bao trái,0
829,xe hỏng vặt mua xe cũ đòi hỏng vặt mua xe cũ thử vận may đừng mong_đợi,0
830,hai thiệt_hại nè dân_chủ_quan hai do_dự_báo sai_lệch đường đi bão đổ_bộ đất_liền,0
831,trump nhiệt_huyết tận_tâm mỹ mỹ tổng_thống mỹ obama bil clinton độ ta tiền_nhiệm trump làm_việc,0
832,real mua_bán khôn,0
833,cháu lo sức_khỏe cháu,0
834,mục_đích đàn_ông ngồi_tù giết_hại động_vật khả_năng phản_kháng hèn_hạ,1
835,thần_tượng fan đông,0
836,kỳ_lạ đọc lướt kỹ tưởng dương_tính covid đọc kỹ dương_tính ma_tuý thở_phào nhẹ_nhõm,0
837,đề_nghị xây bè ống tre hợp sinh_thái mát mẽ khô_ráo dâng,0
838,tai_nạn bình_thường cãi_vã suy_nghĩ tí tiếp dầu cực_kỳ đòi_hỏi kỹ_thuật phụ_thuộc yếu_tố gió nhiễu huấn_luyện xảy sự_cố khắc_phục chiến_tranh bình_thường,0
839,đồ đen hứng liền,1
840,lý_thuyết tồi,0
841,fan im_lặng trước_king,0
842,tuyệt_vời tình núi thái_sơn nghĩa mẹ chảy,0
843,ví_dụ bắc cực xanh đi xanh khai_thác xây_dựng nhà_máy tiêu tiếp,0
844,đà tăng_giá chua,1
845,phương oanh mặc đầm đẹp quý_phái sexy gương_mặt ảnh po vai trang phim lcsp vai uyên hợp sượng lắm,1
846,phim hợp_thời phong_trào chống phân_biệt da đen phóng_đại hận_thù hai màu_da sâu_sắc giúp_ích,1
847,câu đáp_án bình_phương bình_phương trái_trừ đi,0
848,mua xe vinfast mua thất_vọng,1
849,mấy thực_phẩm toàn chất bảo_quản sức_khỏe học công_nghệ sinh_học chuyên_ngành thực_phẩm,0
850,đắt chi_phí bảo_dưỡng xe chật tốn xăng an_toàn xe đời_mới ngang_ngửa mua xe đẹp an_toàn,0
851,tuyệt_vời mong cầu cát lái thi_công,0
852,trump hoàn_hảo duy_nhất,0
853,hy_vọng trump,1
854,mùa hè giông_bão xagiờ ta barca hùng cườngvigo thườngsân balaidos kiên_cường hiểm_nguybarca mesinăm thắng cực_kỳ chông gaikoeman xáo_trộn đổi thaymang nét chiêu_bài xưafati tuổi_trẻ vừatrận cú đúp hài lòngtrận thông nòngtương lai đội bóng chờ_mong nhiềumesi siêuniềm vui_chơi bóng anhcoutinho dáng toanhgiống thuở tung_hoành anfieldgriezman đóng_góp nhiềunhưng thầy sớm_chiều thôihàng công vẻ êm xuôituyến hai busquet thu_hồi cực hayde jong chuyền bóng miệt màichủ khu trung_tuyến aihậu phương xứng_đáng vỗ taypique miệt_mài banhalba công_thủ nhanhneto khung_thành vẹn nguyênsergi cánh hiềnghi bàn trận chân tiền kém aicứ đà chiến_thắng_thế nàytinh thần đội bóng thêmesi kết_thúc ấm êmcuộc đời cầu_thủ xakoeman barcalúc đầu saoxưa thành_tích caohai sa_thải yên lòngmong ngày_một lớn_khôn pep cruyf hồn barcacules buồn suốt quagiờ liên_tiếp thắng ta yên_lòng,0
855,bể_bơi đại_gia ồn_ào phố thị,0
856,cảm nhạc thô_tục phản_cảm vô_cùng,1
857,vệ_tinh mây hẳn đất_liền đà_nẵng tạm bình_yên,0
858,sợ kẻ địch sợ đồng_đội,0
859,ngủ dậy tin_tức kết_quả pháo_thủ chiến_thắng liên_tiếp cảm_xúc hồi giáo_sư dẫn_dắt le lối đội_trưởng đi thiery henry thủ_quân mẫu_mực tình_yêu trung_thành nhiệt_huyết phẩm_chất chuyên_môn aubameyang phẩm_chất henry mục_tiêu vô_địch tầm so_sánh chất_lượng đội_hình mancity liverpol top chắt_chiu hôm_nay chúc tuần vui_vẻ,0
860,mua so_sánh suy_nghĩ xe năm_tuổi lành kiếm hẳn đời_mới,0
861,đề_nghị thành_phố hồ chí minh triển_khai kiểm_tra tiêu_chí quán nhà_hàng ngăn_chặn ăn_nhậu tuân_thủ quy_định công_cộng số_lượng quy_định nguy_cơ lây_lan dịch_bệnh covid,0
862,hy_vọng công_trình khởi_công dự_kiến thành_phố hồ chí minh đô_thị đường vành_đai ì_ạch vành_đai hà_nội xây_dựng kinh_tế xã_hội thành_phố hồ chí minh đột_biến,0
863,thương bé xót_xa gia_đình,0
864,đẹp kỹ thua vợ,1
865,bao thuốc_lá phạt triệu thuốc_lá,0
866,ta vẽ tam_giác_cân cạnh_đáy mày chiều tương_ứng mét_vuông trái_đất ta chứng_minh tổng đường_cao gọi cạnh tam_giác đường_cao tương_ứng x y_vậy ta bcơn c ax by cz suy y_vậy y x vây x y_vậy,0
867,làm_ơn đường ngã đi đường mất_công,0
868,thắc_mắc chó mẹ gửi đi cún báo may_mắn cố_gắng sinh_tồn,0
869,hợp_lý barca,0
870,arsenal giai_đoạn tái_thiết đá trận fulham đội bóng đỉnh_cao đôi trận_đấu trầy_trật hâm_mộ khắt_khe câu lạc_bộ arsenal giành chiến_thắng trận_đấu,0
871,dự_phòng trường_hợp việt nam thành_công_xưởng chế_tạo điện thu_hút,0
872,phụ_nữ đẹp vui_khỏe gia_đình,0
873,arsenal hôm liverpol,0
874,thương cháu vô nằm viện mẹ lo cầu trời phật cháu bệnh,0
875,deluxe luxury cắt túi khí giá premium vọt seltos cạnh_tranh kona cụ ban_đầu kona đợi seltos,0
876,ghi_bàn khổ hàng thủ celta vigo pha di_chuyển dứt_điểm phút đá bồi tung_lưới đội chủ coutinho sút dội cột bàn thắng công_nhận lỗi việt_vị kiểu cố tung_hô,0
877,thời đi học đời_đầu bữa học trường bữa lỡ ốm nghỉ khóc khóc đòi đi học trường trách_nhiệm công_việc hứng_thú học_hành lớp lá,0
878,mong nới lỏng đường_bay quốc_tế cách_ly bình_an,0
879,cháu trai hiện mong bé gái khốn nuôi nuôi,1
880,xúc_động mong bình an,0
881,thương arsenal cup liên_đoàn vòng liên_tục lesceister liverpol manc không_khéo thua nhảm stock city,0
882,trời biden tranh_luận kia,1
883,chiến_sỹ công_an dân tham_gia phá_án,0
884,sàng_lọc tất_yếu dẹp bớt mấy công_ty bất_động_sản làm_ăn chụp_giật đi,1
885,tiếc xuân sắc_đẹp,0
886,ở_rể phụng_dưỡng đòi chia công_bằng,0
887,đôngnhưng quý_mến nhiềucàng yêuquan hệ việt mỹ diều bay caotôi trân_trọng baochúc thắng_cử vui vui,0
888,đừng xát muối cules,1
889,trận đánh mỹ nhật thái_bình dương khoái đọc wiki,0
890,ham fastfod tí phở bún_bò bún riêu bún mắm gà ta muối sả lá chanh xong xé gặm ực,0
891,đi tối_thiểu phút,0
892,cám_ơn sỹ hảo_tâm cứu sống cuộc_đời bất_hạnh,0
893,vàng vàng kênh trú_ẩn,0
894,hoa_cúc_vàng biểu_tượng hoàng_gia nhật có_lẽ yêu tác_phẩm đi hoa_cúc tác_giả nguyễn nhật ánh tác_phẩm vé đi tuổi_thơ ấn_tượng có_lẽ đọc tuổi_thơ,0
895,chả báo bão đường,0
896,dân việt_nam đẩy_lùi covid,0
897,huế gió dần,0
898,mặc_kệ ổn,0
899,khiếp,1
900,mon nguyễn idioms hữu_dụng cám_ơn get itchy fet ngứa chân tương_lai have itchy fet ngứa chân ý_nghĩa du lich yên đi du_lịch khám_phá ước_muốn rời đi mới_lạ ước_muốn,0
901,an_ninh năng_lượng sống_còn đà phát_triển phương_án dự_phòng cạnh_tranh đất_nước ta nâng cạnh_tranh phát_triển tương_lai thủy_điện nhiệt_điện cung ổn_định giải_pháp ổn_định bền_vững dạng năng_lượng hiện_đại_hoá hệ_thống điện quốc_gia cạnh_tranh kiểm_soát hết_sức cần_thiết thế_giới thử_nghiệm gặt_hái thành_công_năng_lượng gió mặt_trời biển,0
902,vẻ vui trốn mesi thần_tượng mesi vụ cơm hà,0
903,thầy_giáo video hữu_ích,0
904,tiểu vy đẹp,0
905,giả_thuyết suy_luận giả_thuyết trăm sự_thật đi,0
906,ý_kiến đầu_tư đất nhạy_cảm miếng đất đáp_ứng yếu_tố đất thổ_cư sổ_đỏ vướng quy mảnh đất nằm sát khu dân_cư đông_đúc sẵn cơ_sở hạ_tầng thuận_tiện sinh_hoạt chợ dân_sinh trường ủy_ban nhân_dân công_viên nhà_chung_cư cao_tầng tọa_lạc đường rộng tô đi tô chiều rộng đường tối_thiểu trở lên_đường rộng mặt_tiền rộng trở mua lô góc chia phân lô giá rẻ diện_tích rộng thương_lượng đàm_phán_quyết_liệt khéo_léo có_giá mảnh đất mặt_hàng thuận mua bất_chấp mua tham_khảo kỹ giá yếu_tố yếu_tố khoản khả_năng sinh lô đất chia tiền tỷ hạng_mục tiền may_ra mua mảnh đất tiêu_chí mảnh đất tiền gấp khoản tức đầu_tư đầu_tư lô đất,0
907,thi_hành luật kiểu trung_cổ cổ_vũ bạo_lực trừng_phạt đi cầm đi cầm nghiến nghiến quất hành_hạ liệu sống thoải_mái,0
908,đẹp tuyệt_vời vẽ văn,0
909,rối_loạn phân_ly lớp cô_giáo lớp chạy choáng,0
910,du_lịch tiền vé cách_ly khách_sạn trở kinh_tế du_lịch đẩy_mạnh thương_mại hàng tạm_thời thực_hiện_thời_điểm,0
911,sống bé cám_dỗ trải đồng_ý,0
912,vùng_đất an_lành cầu_mong đại_dịch mau,0
913,hài đội_hình barca tài_năng dembele griezman somedo khả_năng barca trụ hạng thành_công,0
914,cuồng trump bảo_vệ buồn_cười,0
915,có_lẽ mong_chờ thông_tin chiều việt nam mắc_kẹt chuyến bay việt nam đi hãng bay,0
916,tinh_thần quyết_tâm việt nam việt_nam kiên_cường đồng_lòng chống dịch nhân_dân ban_ngành việt_nam,0
917,nhận_định trường_hợp thuyết_phục,0
918,nhốt bò rừng chuồng,0
919,đau_lòng biển khơi sóng mênh_mông thỏa_chí bơi_lội chẳng khô cạn đuối thảm_thương chia buồn mong linh_hồn bé siêu_thoát,0
920,ngưỡng_mộ chì bậc thầy lesalong tác phấm văn xuất_sắc đương_nhiên tranh tuyệt đẹp chánh_tín khánh ly mãi ngậm_ngùi cảm_phục tài_năng mờ phai cám_ơn tác_giả viết,0
921,hồi có_học võ cân,0
922,sảng phẩm lưu_ý_thức_ăn đóng_hộp bóc tối_đa bảo_quản tủ_lạnh tiếc ta độc ta,0
923,chạy tu_sửa bảo_trì,0
924,miếng đất ưng_ý mua đầu_tư dài_hạn lo mua đi suy nghỉ tiền nằm ngân_hàng hưởng,0
925,dân khám bệnh đông trở_lại nhân_lực y_tế trí đi lo công_tác khám chữa bệnh lo chống dịch hiệu_quả hài,0
926,nisan suny giảm_giá trời mt at liên_hệ quất đi suy_nghĩ hơi xấu kĩ đẹp đẹp lạ,0
927,tình tuyệt_vời chúc vợ_chồng quốc tuấn cu bôm mạnh_khỏe tràn_đầy nghị_lực thành_tựu cuộc_sống,0
928,tưởng hả cháu lòi tội,0
929,đề_nghị tước quyền nuôi,0
930,' khí_chất real totenham ' khí_chất real đá đấm cẩn_thận golf thay_vì bóng căng lắm,0
931,nhà_cái bố_mẹ quản_lý lớp cần_thiết_bị công_nghệ học đầu_tư máy_tính bàn cháu máy_tính kiểm_soát cài_đặt phần_mềm hạn_chế thầy kiểm_soát,0
932,mưa gió bà_con,0
933,jolia quá_thể yêu yêu chia_tay cạn tình nghĩa tình nghĩa cư_xử sợ người_đời cười_chê bình_thường_khi chia_tay đối_phương giang đón trách_nhiệm mừng đằng ghê_gớm cuộc_sống thực vô_cùng tham_vọng,1
934,tý mua mt đi lắm đi ford wt,0
935,hàn phát_triển vote hyundai,0
936,nhựa độ suốt người_ta nhựa cửa_sổ,0
937,đẳng_cấp giống_hệt nàng công_chúa đài_các cổ_tích,0
938,ngon,0
939,cảm_phục con_người kiên_nhẫn cầu_toàn,0
940,tinh_tuý giành real khiêm_tốn kẻo mùa fan real gán tội lật ghế sir mou,0
941,cha_mẹ con_cái già cầm tiền tỷ sức_khỏe sống,0
942,thôi_thì thọ mạng sinh tử vô_bờ việt nam mồ yên mã đẹp an_ủi,0
943,arsenal đội bóng lối thu_hút cầu_thủ đẳng_cấp pháo_thủ đội bóng vô_cùng đánh_bại,0
944,miền trung ruột_thịt mạnh_mẽ hiên_ngang cầu_chúc bình an bão đổ_bộ nhẹ nhẹ bà_con dễ_thở,0
945,i áp_dụng thử đường cộng hòa xe_hơi chạy làn xe gắn_máy phạt,0
946,trải nghiệm thú_vị hạng,0
947,mặt gian lôi_kéo con_nít,1
948,phát_triển mỹ cấm điện_thoại học,0
949,mỹ bandwagon mỹ sông đò,0
950,biden thần phong_thái mỹ,0
951,ta tam_giác abc chiều cạnh bcb chiều cạnh anh_chị chiều cạnh abha chiều cạnh bc hb chiều cạnh anh_chị hc chiều cạnh ab diện_tích tam_giác abc thông_tin viết ta diện_tích trái_đất khuyến_mãi ha hb hc khuyến_mãi dễ_tính khôngnhất_thiết tổng_miễn_sao làđược đề_bài diện_tích tam_giác ha hb hc công_thức chiều cạnh tam_giác x khuyến_mãi đáp_án tam_giác cạnh,0
952,sửa đường sửa vô giấy_tờ hộ_khẩu chứng_minh nhân_dân giấy_tờ đổi đường hành đi giấy_tờ nguyên phiền,0
953,gương hết_lòng phụng_sự hy_sinh tổ_quốc đấy lăn_tăn nhãn_quan cuộc_chiến con_người,0
954,bale trận bàn thắng kiến tạoronaldo trận bàn thắng kiến tạoriêng trận bàn thắng kiến tạosố bàn thắng rô bale đấu_trường bale cầu_thủ duy_nhất madrid học tiếng tbn văn_hóa tiếng tbn tiếng mẹ_đẻ thế_giới số_lượng thua tiếng tiếng xứ tối trễ tầm nửa_đêm bale cđv đồng_đội hài_lòng bale xuất_sắc thần_tượng rô chuyên_nghiệp rô chúc bale mourinho bay trở_lại,0
955,bảo_tồn mong việt_nam học_hỏi,0
956,pate minh chay xử_phạt,0
957,xinh diễn,0
958,đương dưng bil gate điện_thoại máy_tính ipad,0
959,học chương_trình cải_cách giáo_dục lớp cháu tham_gia khóa học tiền lớp cháu tập_trung_học lớp chính_thức hối_hận ngờ chương_trình tiếng việt đọc học mặt_chữ bao_gồm chữ ghép đọc mấy câu liền trả_lời câu câu vần học cháu đọc câu viết giai_đoạn tập tô nét thẳng giai_đoạn viết chữ lớp cháu nắn cầm bút tư_thế viết chữ áp_lực nhắn rèn viết chữ phụ_huynh đồng_hành toán môn cháu yêu lớp con_số công trừ lớp_học toán cháu vẻ cháu toán chương_trình mong quản_lý giáo_dục suy_ngẫm thực_trạng học_sinh lớp cháu,1
960,tội,0
961,con_số khổng_lồ trường_hợp phá_thai chui bé sinh bỏ_rơi,0
962,liv đá mơ_ngủ tèo trời âu,0
963,câu đòi món nợ vẻ hư_cấu liverpol bayern cửa barcelona bản_lĩnh,1
964,giải_thưởng công_nhận tài_năng đóng_góp cầu_thủ thi_đấu đồng thuận chuyên_môn giải_thưởng ra_đời giải_quyết tranh_cãi giỏi trường_hợp đóng_góp bê cup quảng_cáo giỏi kì_diệu,0
965,tuyệt_vời,0
966,burbery khéo kiếm tiền tận_dụng vải thừa khẩu_trang danh_tiếng cộng_đồng nhân_viên y_tế,0
967,xe cam đi sai lane đường,0
968,kabuto pokemon bị_thịt,0
969,hơi đầu_tư đất chờ,0
970,faldil cốt lỏi xe phân khúc bảo_dưỡng thay_thế siêu tiết_kiệm máy đầm test thử xe cao_tốc morning cửa an_toàn túi khí chế_độ đãi vui_vẻ,0
971,cuộc_sống mơ_ước xài gòn tầng_lớp trung_lưu,0
972,tim vui trở_lại năng_lực mec vượt_trội,0
973,cặp rìu olaf đánh_rơi,0
974,trường sốt_ho bệnh,0
975,chuỗi cung_ứng cơ_sở hạ_tầng nản,0
976,đĩnh,0
977,mou bale thầy dạy môn đánh golf,0
978,chị_em cầm_thú bất_nhân cơ_quan_chức_năng mạnh_tay làm_gương ý_định xấu_xa giống_vậy,1
979,đá banh,0
980,fc barcelona luồng sinh_khí đợi đợt bầu_cử chủ_tịch bartomeu đi đẹp bartomeu fc barcelona may lionel mesi níu_kéo lạisi qbv giày vàng danh hiệuro qbv giày vàng danh hiệukl rõ_ràng,0
981,mấy côn_trùng truyện dế_mèn phiêu_lưu ký tưởng_tượng ẻm nói_chuyện truyện,0
982,thời xuân_sắc vẽ đẹp,1
983,tiền_vệ tài_hoa điềm_đạm đường chuyền thêu hoa dệt_gấm,0
984,ta bản_xứ năng_khiếu gia_đình đầu_tư học mỹ thông_minh vốn chăm_chỉ con_số hẳn xứng_đáng,0
985,cụ thân_sinh mong học trung_cấp sống cụ tự_hào lắm chúc bác_sĩ sức_khỏe niềm vui,0
986,gã hề,0
987,nhạc nhẹ_nhàng nghỉ thư giãn,0
988,ly vợ thiệt_thòi,0
989,mấy miệng việt_nam nhà_hàng,0
990,tiểu vy,0
991,đống bao_bì vứt thùng rác xong người_ta vẻ chẳng mấy,0
992,ủng_hộ thai ý_muốn sẵn_sàng lựa_chọn phá_thai đơn_giản đứa trẻ bệnh_viện nhi bảo bố mẹ vô trách_nhiệm nuôi đẻ chăm dạy đẻ níu_kéo bạn_đời đẻ xong ly_hôn mấy đứa con_gái đẻ cố đứa con_trai hậu_quả mắc rối_loạn phát_triển kỷ động chậm phát_triển trí_tuệ khổ đứa trẻ suy_nghĩ trách_nhiệm đẩy con_trẻ tình_cảnh nhận_thức khả_năng nuôi sẵn_sàng cha_mẹ đẻ,0
993,tự_hào đói tiếp,0
994,trung_quốc top đọc kỹ kết_hợp tập_thể_dục lắc_đầu ngoái cổ,0
995,tuổi_thơ chạy đường bừa ruộng sạ bắt lội đất ruộng cày bắt tác đìa bắt quê đêm nằm_mơ lội bắt cá vui hạnh_phúc tóm cá giỏ ngon lắm thèm trải nghiệm,0
996,vòng luẩn_quẩn tội lứa cầu_thủ tài_năng hagl theo_đuổi mô_hình câu lạc_bộ gia_đình huấn luyên viên trình_độ loay_hoay thay thưởng phạt,0
997,lẻ mắt thẩm_mỹ gớm,1
998,tranh_luận trump người_làm kinh_tế kém mong mỹ thế_giới,1
999,đời đen ngày_một phổ_biến,0
1000,rm vô_địch liên_tiếp đại kình_địch sa_sút sa mớ hỗn_độn,0
1001,toàn_diện trump tuyệt_vời biden yếu_đuối nổi_bật,0
1002,châu buồi nhạc binz tí quên pop,0
1003,tui tui đồng_tính tào_lao sỡ đòi quan_hệ tình_dục giết ghê lắm,1
1004,tiết_kiệm xăng lẫn sửa toyo che nắng_mưa rét,0
1005,tuyệt_vời đóng_góp công_việc bảo_tồn sống,0
1006,ứng_dụng cuộc_sống giao_thông bận gõ phím chê,0
1007,nội_gián nguy_hiểm_nhất trận chiến,0
1008,may tốt_nghiệp kĩ_sư_hóa trả_lời nôm_na thành_phần biển nacl hàu hút thở thải kết_hợp lồn hcl acid ăn_mòn sắt thép đá,0
